Lokasi,Jam Login,Nama,Email,No Telp,Tahun Lahir,Merk HP,Digital Interest,Tipe Lokasi,Duration,Usia
Jakarta,14:00,Aditya,aditya2119@yahoo.com,8095867746,2007,iPhone,Sport,Mall,119,17
Jakarta,15:00,Hanzel,hanzel6075@yahoo.com,8072579021,1998,iPhone,Food,Mall,89,26
Jakarta,16:00,Henry,henry9247@yahoo.com,8072963792,2011,iPhone,Sport,Mall,140,13
Jakarta,17:00,Davin,davin4612@gmail.com,8048497872,2009,iPhone,Sport,Mall,71,15
Jakarta,18:00,Dave,dave4506@gmail.com,8050680382,1999,iPhone,Sport,Mall,32,25
Jakarta,19:00,Darwin,darwin6003@yahoo.com,8094901197,2004,iPhone,Food,Mall,118,20
Jakarta,20:00,Jenny,jenny7729@yahoo.com,8052833470,1991,iPhone,Fashion,Mall,57,33
Jakarta,21:00,Sinta,sinta9822@gmail.com,8035899704,1993,iPhone,Fashion,Mall,59,31
Jakarta,22:00,Giselle,giselle7833@gmail.com,8088994618,2005,Samsung,Sport,Mall,88,19
Jakarta,23:00,Abimanyu,abimanyu4791@gmail.com,8055770895,1996,Oppo,Fashion,Office,33,28
Jakarta,0:00,Arjuna,arjuna3130@yahoo.com,8096363356,2009,Oppo,Fashion,Cafe,91,15
Jakarta,1:00,Naren,naren5921@yahoo.com,8097985696,1993,Oppo,Fashion,Mall,68,31
Jakarta,2:00,Sabar,sabar4851@gmail.com,8054240139,2010,Oppo,Fashion,Mall,107,14
Jakarta,3:00,Reza,reza5585@yahoo.com,8010067018,1997,Xiaomi,Politic,Mall,48,27
Jakarta,4:00,Marcus,marcus8736@yahoo.com,8041670589,2000,Oppo,Education,Office,65,24
Jakarta,5:00,Gideon,gideon5127@gmail.com,8089914187,1991,Oppo,Politic,Home,25,33
Jakarta,6:00,Fernaldi,fernaldi5307@gmail.com,8029170333,2003,Xiaomi,Sport,Home,105,21
Jakarta,7:00,Fajar,fajar6412@gmail.com,8021507640,2000,iPhone,Sport,Home,142,24
Jakarta,18:00,Alfian,alfian4282@gmail.com,8017869089,2015,iPhone,Politic,Home,100,9
Jakarta,19:00,Rian,rian8355@gmail.com,8062410703,1999,iPhone,Politic,Home,108,25
Surabaya,20:00,Ardianto,ardianto7224@gmail.com,8032012018,1993,iPhone,Food,Home,127,31
Surabaya,21:00,Leo,leo3119@yahoo.com,8029397556,2006,iPhone,Food,Home,56,18
Surabaya,22:00,Rolly,rolly2896@gmail.com,8094598724,1998,iPhone,Food,Home,72,26
Surabaya,23:00,Carnando,carnando1299@gmail.com,8029934543,2015,iPhone,Education,Home,107,9
Surabaya,0:00,Bagas,bagas2410@gmail.com,8022692287,2013,iPhone,Fashion,Home,67,11
Surabaya,1:00,Daniel,daniel9867@yahoo.com,8029729802,1991,iPhone,Education,Home,104,33
Jambi,2:00,Marthin,marthin9992@yahoo.com,8054540394,2002,iPhone,Politic,Home,122,22
Jambi,3:00,Fikri,fikri5190@gmail.com,8063156957,2006,iPhone,Food,Home,144,18
Jambi,4:00,Shohibul,shohibul5002@yahoo.com,8030089245,2001,iPhone,Education,Home,33,23
Jambi,18:00,Gregoria,gregoria4848@yahoo.com,8055555438,2002,iPhone,Education,Home,142,22
Jambi,19:00,Komang,komang5142@yahoo.com,8010016844,2005,iPhone,Sport,Home,60,19
Jambi,20:00,Wardahni,wardahni7168@gmail.com,8095187093,2005,iPhone,Sport,Home,96,19
Jakarta,21:00,Ni Made,ni made5244@yahoo.com,8066536803,1998,iPhone,Education,Home,59,26
Jakarta,22:00,Ketut,ketut6771@yahoo.com,8087750372,2000,iPhone,Food,Home,115,24
Jakarta,23:00,Greysia,greysia7129@yahoo.com,8039194893,2014,iPhone,Food,Home,56,10
Jakarta,18:00,Nitya,nitya6786@gmail.com,8034970227,2011,iPhone,Education,Home,127,13
Jakarta,23:00,Maheswari,maheswari6955@gmail.com,8018428699,2002,iPhone,Food,Mall,150,22
Jakarta,0:00,Pradipta,pradipta4626@gmail.com,8038980281,2002,iPhone,Food,Mall,123,22
Jakarta,1:00,Bernadeth,bernadeth5552@gmail.com,8077614494,2009,iPhone,Education,Mall,137,15
Jakarta,2:00,Della,della3754@yahoo.com,8014865803,2004,iPhone,Food,Mall,102,20
Jakarta,3:00,Destiara,destiara7914@yahoo.com,8077654977,2003,iPhone,Fashion,Mall,46,21
Jakarta,4:00,Daeva,daeva1064@yahoo.com,8035677305,1995,iPhone,Education,Mall,73,29
Jakarta,13:00,Oktaviani,oktaviani8955@gmail.com,8021968307,1990,Xiaomi,Education,Mall,110,34
Jakarta,14:00,Liliyana,liliyana8467@gmail.com,8089260933,1997,Oppo,Politic,Mall,67,27
Jakarta,15:00,Natsir,natsir6588@gmail.com,8073042526,2009,Samsung,Food,Mall,65,15
Bandar Lampung,16:00,Priska,priska5085@yahoo.com,8047417785,1999,Samsung,Food,Mall,104,25
Bandar Lampung,17:00,Madelyn,madelyn3902@yahoo.com,8083927335,2007,Xiaomi,Education,Mall,80,17
Bandar Lampung,18:00,Jessy,jessy6574@gmail.com,8011947809,2005,Samsung,Education,Mall,81,19
Bandar Lampung,19:00,Rompes,rompes1242@yahoo.com,8064454669,2008,Xiaomi,Politic,Mall,81,16
Bandar Lampung,20:00,Rajiah,rajiah2980@gmail.com,8059699547,1990,Oppo,Fashion,Mall,42,34
Bandar Lampung,20:00,Salsabila,salsabila3004@yahoo.com,8052160337,1992,Oppo,Politic,Mall,76,32
Bandar Lampung,21:00,Jonathan,jonathan9940@gmail.com,8041551231,2005,iPhone,Sport,Mall,40,19
Bandar Lampung,22:00,Christie,christie2593@gmail.com,8081074816,1990,iPhone,Education,Mall,70,34
Bandar Lampung,23:00,Anthony,anthony6264@gmail.com,8079834978,1999,Xiaomi,Sport,Mall,87,25
Bandar Lampung,0:00,Ginting,ginting4811@gmail.com,8079334733,2000,Samsung,Education,Mall,107,24
Bandar Lampung,1:00,Richie,richie7228@gmail.com,8085090159,2003,iPhone,Politic,Mall,78,21
Bandar Lampung,18:00,Ubed,ubed9812@yahoo.com,8060032490,2000,Samsung,Fashion,Mall,74,24
Bandar Lampung,19:00,Hayom,hayom3068@gmail.com,8085289042,1996,Xiaomi,Education,Mall,76,28
Bandar Lampung,20:00,Rumbaka,rumbaka1660@gmail.com,8053115481,1993,Oppo,Politic,Mall,130,31
Bandar Lampung,21:00,Sony,sony3179@yahoo.com,8047920064,1992,iPhone,Education,Mall,53,32
Bandar Lampung,22:00,Kuncoro,kuncoro7658@yahoo.com,8027970450,1994,Xiaomi,Sport,Mall,33,30
Bandar Lampung,23:00,Simon,simon1794@yahoo.com,8075239816,1995,Oppo,Sport,Mall,105,29
Bandar Lampung,0:00,Santoso,santoso5582@gmail.com,8096237878,2001,Xiaomi,Politic,Mall,127,23
Makassar,18:00,Novak,novak9382@yahoo.com,8015007900,1998,Samsung,Fashion,Mall,124,26
Makassar,19:00,Felix,felix6619@gmail.com,8071728200,2011,Xiaomi,Sport,Cafe,93,13
Makassar,20:00,Mark,mark3570@yahoo.com,8059705482,2000,Xiaomi,Education,Cafe,113,24
Makassar,21:00,Riandy,riandy8816@gmail.com,8079977115,1995,iPhone,Education,Cafe,101,29
Makassar,22:00,Melinda,melinda8442@yahoo.com,8020105530,2001,Xiaomi,Fashion,Cafe,84,23
Makassar,13:00,Meylisa,meylisa6785@gmail.com,8035898433,2005,iPhone,Sport,Cafe,142,19
Makassar,14:00,Fatimah,fatimah3391@yahoo.com,8079399818,2015,Oppo,Politic,Cafe,110,9
Makassar,15:00,Elizabeth,elizabeth2136@gmail.com,8088559402,1994,iPhone,Education,Cafe,125,30
Makassar,16:00,Angel,angel5616@yahoo.com,8037418587,2005,Xiaomi,Education,Cafe,107,19
Makassar,17:00,Nesa,nesa6911@yahoo.com,8022579800,2002,Xiaomi,Politic,Cafe,51,22
Makassar,18:00,Cahya,cahya5957@yahoo.com,8079090432,2015,Oppo,Sport,Cafe,94,9
Makassar,19:00,Marseli,marseli9193@yahoo.com,8084136649,2009,Xiaomi,Fashion,Cafe,106,15
Makassar,18:00,Pohan,pohan2748@gmail.com,8039997551,1997,Oppo,Fashion,Cafe,75,27
Makassar,19:00,Tania,tania8852@gmail.com,8022651218,1998,Oppo,Politic,Mall,78,26
Makassar,20:00,Ulya,ulya7194@gmail.com,8077105605,2000,Oppo,Sport,Home,80,24
Bandung,21:00,Vania,vania5780@yahoo.com,8017390580,1993,Oppo,Fashion,Home,27,31
Bandung,22:00,Widya,widya5093@yahoo.com,8033710611,2000,Samsung,Fashion,Home,94,24
Bandung,23:00,Xena,xena4357@yahoo.com,8099495911,2002,Xiaomi,Sport,Home,93,22
Bandung,0:00,Yuli,yuli1716@gmail.com,8089207575,1999,Xiaomi,Fashion,Home,59,25
Bandung,1:00,Zahra,zahra3973@gmail.com,8081036524,2006,Samsung,Food,Home,145,18
Bandung,13:00,Alia,alia7984@gmail.com,8059522572,2008,iPhone,Fashion,Home,84,16
Bandung,14:00,Bela,bela2407@gmail.com,8028740629,2003,iPhone,Food,Home,66,21
Bandung,15:00,Chantika,chantika3885@gmail.com,8088045982,2009,iPhone,Education,Home,77,15
Bandung,16:00,Thalita,thalita5790@yahoo.com,8026754700,2011,iPhone,Politic,Home,122,13
Bandung,17:00,Umira,umira2156@gmail.com,8014010202,1996,iPhone,Food,Home,33,28
Bandung,18:00,Veronica,veronica4214@gmail.com,8084027078,2012,Xiaomi,Fashion,Home,57,12
Bandung,12:00,Wenny,wenny5789@gmail.com,8024973887,1992,iPhone,Sport,Home,149,32
Bandung,13:00,Yasmin,yasmin1678@gmail.com,8085971421,1991,Samsung,Education,Home,88,33
Depok,14:00,Zeni,zeni6444@gmail.com,8064525192,2009,Xiaomi,Politic,Home,121,15
Depok,15:00,Aleeya,aleeya8245@yahoo.com,8083494838,2012,Xiaomi,Sport,Home,105,12
Depok,16:00,Betania,betania2940@gmail.com,8053090475,1999,Xiaomi,Sport,Home,60,25
Depok,17:00,Clarissa,clarissa3198@gmail.com,8053937703,1990,iPhone,Food,Home,78,34
Depok,18:00,Maureen,maureen8776@yahoo.com,8023423081,2001,iPhone,Food,Home,98,23
Depok,19:00,Nikita,nikita2543@yahoo.com,8073815529,1998,iPhone,Sport,Home,117,26
Depok,20:00,Daffa,daffa8773@gmail.com,8044032686,2005,iPhone,Politic,Home,78,19
Depok,21:00,Erlangga,erlangga6500@yahoo.com,8093989660,2003,iPhone,Fashion,Home,77,21
Depok,22:00,Fadli,fadli4723@gmail.com,8078203819,2004,Xiaomi,Fashion,Home,72,20
Depok,23:00,Galih,galih6366@gmail.com,8099777919,2010,Oppo,Education,Home,146,14
Depok,0:00,Hadi,hadi5931@yahoo.com,8025061078,1995,Oppo,Food,Home,119,29
Malang,1:00,Ikhsan,ikhsan4300@yahoo.com,8035918850,2006,Oppo,Politic,Home,29,18
Malang,2:00,Vito,vito8814@gmail.com,8052603314,1991,Oppo,Fashion,Home,60,33
Malang,3:00,Wahyu,wahyu9124@yahoo.com,8040696751,1993,Oppo,Sport,Home,127,31
Malang,4:00,Xander,xander3481@gmail.com,8023622818,2002,Samsung,Education,Home,123,22
Malang,5:00,Yuda,yuda7581@yahoo.com,8092433102,2004,Oppo,Sport,Home,111,20
Malang,6:00,Lazuardi,lazuardi8304@yahoo.com,8040202868,2004,iPhone,Fashion,Home,76,20
Malang,7:00,Mahendra,mahendra7718@gmail.com,8096199364,2009,iPhone,Politic,Home,126,15
Malang,8:00,Nova,nova6341@yahoo.com,8027505774,2002,Samsung,Fashion,Home,67,22
Malang,9:00,Ozan,ozan5516@gmail.com,8076574811,1991,Xiaomi,Fashion,Home,68,33
Malang,10:00,Prasetyo,prasetyo8170@yahoo.com,8091926449,2007,iPhone,Education,Home,32,17
Malang,11:00,Qadri,qadri9081@gmail.com,8068726429,2014,iPhone,Education,Home,115,10
Malang,12:00,Eldan,eldan7161@gmail.com,8093456491,1995,Samsung,Fashion,Home,55,29
Malang,13:00,Farhan,farhan1847@yahoo.com,8032439340,1998,iPhone,Politic,Home,76,26
Malang,14:00,Gibran,gibran7381@yahoo.com,8067175293,2007,Oppo,Sport,Home,32,17
Bandung,15:00,Harun,harun7786@gmail.com,8030250962,2007,Samsung,Sport,Office,98,17
Bandung,16:00,Idris,idris3285@gmail.com,8094071554,2014,Oppo,Politic,Office,74,10
Bandung,17:00,Jefri,jefri8570@gmail.com,8090686909,2007,Samsung,Politic,Home,86,17
Bandung,18:00,Kalvin,kalvin5156@gmail.com,8016176832,2015,Samsung,Politic,Office,43,9
Bandung,19:00,Labib,labib9593@yahoo.com,8058946030,2014,Samsung,Politic,Office,112,10
Bandung,20:00,Billy,billy6275@gmail.com,8016899673,2005,Samsung,Fashion,Office,102,19
Bandung,21:00,Nafis,nafis1870@gmail.com,8030878469,2007,Oppo,Education,Office,43,17
Bandung,22:00,Opick,opick6058@yahoo.com,8060597236,1996,iPhone,Fashion,Office,75,28
Bandung,23:00,Pramana,pramana2595@yahoo.com,8072601373,2010,Xiaomi,Sport,Office,36,14
Bandung,0:00,Qalib,qalib7940@gmail.com,8041410780,1997,Oppo,Education,Office,145,27
Kendari,1:00,Raka,raka6434@yahoo.com,8032992915,2013,iPhone,Food,Office,129,11
Kendari,2:00,Liyana,liyana2026@gmail.com,8038202599,2009,iPhone,Fashion,Office,132,15
Balikpapan,3:00,Melina,melina3357@yahoo.com,8065812275,1992,Oppo,Sport,Office,58,32
Balikpapan,4:00,Novia,novia1214@yahoo.com,8046666435,2005,iPhone,Education,Office,100,19
Balikpapan,5:00,Odelia,odelia1889@gmail.com,8032772503,1996,iPhone,Food,Office,56,28
Balikpapan,6:00,Paulina,paulina1499@gmail.com,8057126542,2010,iPhone,Fashion,Office,89,14
Balikpapan,7:00,Qistina,qistina6065@yahoo.com,8044473495,1998,iPhone,Sport,Office,48,26
Balikpapan,8:00,Regina,regina6439@yahoo.com,8059236150,2014,Samsung,Politic,Office,34,10
Balikpapan,9:00,Sabrina,sabrina3708@gmail.com,8028624821,2007,Xiaomi,Food,Office,85,17
Balikpapan,10:00,Tria,tria8471@gmail.com,8028073839,2009,iPhone,Education,Office,150,15
Bandar Lampung,11:00,Ulani,ulani1574@yahoo.com,8033599205,1993,Samsung,Food,Office,35,31
Bandar Lampung,12:00,Viola,viola8980@yahoo.com,8065180149,2004,Samsung,Fashion,Office,89,20
Bandar Lampung,13:00,Wilda,wilda7625@yahoo.com,8097929582,1999,Samsung,Education,Office,123,25
Bandar Lampung,14:00,Yolanda,yolanda6737@gmail.com,8076976984,2004,Samsung,Sport,Office,140,20
Bandar Lampung,15:00,Zakia,zakia5294@yahoo.com,8077742708,1991,Oppo,Food,Office,43,33
Bandar Lampung,16:00,Utari,utari9278@yahoo.com,8095281700,1993,Xiaomi,Food,Office,78,31
Bandar Lampung,17:00,Venessa,venessa6212@gmail.com,8068087571,2005,Xiaomi,Fashion,Office,87,19
Bandar Lampung,18:00,Windy,windy1987@gmail.com,8082559492,2002,Oppo,Politic,Office,122,22
Bandar Lampung,19:00,Yesika,yesika6343@gmail.com,8073993720,1999,Samsung,Food,Office,130,25
Bandar Lampung,20:00,Zahira,zahira9037@yahoo.com,8054227872,2012,iPhone,Sport,Office,136,12
Bandar Lampung,21:00,Hendery,hendery3893@yahoo.com,8087996845,1995,iPhone,Food,Office,34,29
Bandar Lampung,22:00,Kun,kun9335@yahoo.com,8034151357,2015,iPhone,Fashion,Office,104,9
Bandar Lampung,23:00,Dejun,dejun3163@yahoo.com,8024049797,2013,Xiaomi,Education,Office,132,11
Bandar Lampung,0:00,Yangyang,yangyang9053@gmail.com,8081362924,2015,Samsung,Politic,Office,79,9
Bandar Lampung,1:00,TYtrack,tytrack1550@yahoo.com,8098811362,2008,Xiaomi,Sport,Office,87,16
Bandar Lampung,2:00,Minhyung,minhyung1147@yahoo.com,8087469971,2005,iPhone,Fashion,Office,130,19
Bandar Lampung,3:00,Karina,karina4866@yahoo.com,8049029449,1995,iPhone,Food,Office,71,29
Bandar Lampung,4:00,Winter,winter7473@gmail.com,8094216071,2004,Oppo,Fashion,Office,81,20
Bandar Lampung,5:00,Nara,nara5666@yahoo.com,8054365722,2009,Oppo,Sport,Office,139,15
Bandar Lampung,6:00,Jang,jang3141@yahoo.com,8057942383,2013,Samsung,Politic,Office,119,11
Bandar Lampung,7:00,Quidson,quidson7029@gmail.com,8012016119,1996,Oppo,Food,Office,84,28
Bandar Lampung,8:00,Amertha,amertha4971@gmail.com,8073804362,1996,iPhone,Fashion,Office,68,28
Bandar Lampung,9:00,Amartha,amartha4132@yahoo.com,8013119925,2006,Xiaomi,Sport,Office,93,18
Bandar Lampung,10:00,Violyn,violyn3729@gmail.com,8027431793,1991,Xiaomi,Education,Office,66,33
Surabaya,11:00,Azaa,azaa9625@yahoo.com,8015784758,2004,Xiaomi,Food,Home,38,20
Surabaya,12:00,Catur,catur9589@yahoo.com,8079104573,2006,Samsung,Food,Home,121,18
Surabaya,13:00,Sadam,sadam4175@gmail.com,8042273298,1990,Samsung,Fashion,Home,144,34
Surabaya,14:00,Laksmana,laksmana6941@yahoo.com,8049412375,2002,Samsung,Politic,Home,149,22
Surabaya,15:00,Kaali,kaali4105@yahoo.com,8025491238,1995,Oppo,Food,Home,46,29
Surabaya,16:00,Deswita,deswita8186@yahoo.com,8037317407,1998,Oppo,Fashion,Home,145,26
Surabaya,17:00,Okky,okky6097@gmail.com,8055980011,1997,Xiaomi,Sport,Home,140,27
Surabaya,18:00,Edwin,edwin9988@gmail.com,8091180316,2009,Xiaomi,Politic,Home,126,15
Surabaya,19:00,Luna,luna2523@gmail.com,8019633689,2003,Samsung,Food,Home,106,21
Surabaya,20:00,Vayruz,vayruz7358@yahoo.com,8012776927,1998,Oppo,Fashion,Home,82,26
Surabaya,21:00,Fattah,fattah9041@yahoo.com,8091526929,2008,Xiaomi,Sport,Home,83,16
Surabaya,22:00,Atta,atta7191@gmail.com,8069797540,1992,Samsung,Food,Home,44,32
Surabaya,23:00,Ismail,ismail6231@yahoo.com,8068904061,1992,Oppo,Food,Home,97,32
Surabaya,0:00,Jerome,jerome6106@gmail.com,8059272161,1993,Xiaomi,Education,Home,94,31
Surabaya,1:00,Nada,nada3943@gmail.com,8074639439,2005,Oppo,Fashion,Home,140,19
Surabaya,2:00,Melodi,melodi4662@gmail.com,8086951909,1990,Xiaomi,Education,Home,38,34
Surabaya,3:00,Maudy,maudy5367@gmail.com,8057040679,1999,Samsung,Food,Home,130,25
Surabaya,4:00,Nabil,nabil2047@yahoo.com,8064129268,2003,iPhone,Politic,Home,51,21
Bekasi,5:00,Katara,katara5698@gmail.com,8053202224,2011,Xiaomi,Fashion,Home,141,13
Bekasi,6:00,Humairah,humairah4999@yahoo.com,8033279731,2009,iPhone,Food,Home,60,15
Bekasi,7:00,Imelda,imelda5244@yahoo.com,8031264911,2005,Oppo,Fashion,Home,136,19
Bekasi,8:00,Shilah,shilah3347@gmail.com,8051266237,2002,Samsung,Fashion,Home,130,22
Bekasi,9:00,Xilo,xilo3151@gmail.com,8082085529,2011,Samsung,Politic,Home,131,13
Bekasi,10:00,Brad,brad1114@yahoo.com,8093129718,2015,Oppo,Food,Home,140,9
Bekasi,11:00,Angelina,angelina8822@gmail.com,8061058042,1993,Samsung,Education,Home,81,31
Bekasi,12:00,Jolie,jolie1083@yahoo.com,8061401679,2012,iPhone,Food,Home,63,12
Bekasi,13:00,Knox,knox5240@gmail.com,8081346680,1993,Xiaomi,Politic,Home,132,31
Bekasi,14:00,Patih,patih6782@yahoo.com,8028803254,1990,iPhone,Food,Home,47,34
Bekasi,15:00,Sandy,sandy2314@yahoo.com,8094061044,2004,Samsung,Fashion,Home,74,20
Bekasi,16:00,Fernando,fernando5147@yahoo.com,8056040779,2014,Samsung,Fashion,Home,70,10
Bekasi,17:00,Kho,kho4352@gmail.com,8026439104,1992,iPhone,Education,Home,64,32
Bekasi,18:00,Otto,otto8512@yahoo.com,8048012972,2013,Xiaomi,Sport,Home,134,11
Bekasi,19:00,Hotman,hotman1069@yahoo.com,8036222199,2011,Xiaomi,Sport,Home,136,13
Bekasi,20:00,Paris,paris4165@gmail.com,8084482108,2007,Samsung,Food,Home,91,17
Palangkaraya,21:00,Sitompul,sitompul5369@yahoo.com,8045417569,1998,Xiaomi,Fashion,Home,41,26
Palangkaraya,22:00,Habibie,habibie2499@yahoo.com,8076855719,1995,Samsung,Education,Home,120,29
Palangkaraya,23:00,Jayanda,jayanda4851@yahoo.com,8012537675,2011,Xiaomi,Education,Home,108,13
Palangkaraya,0:00,Ipan,ipan3889@gmail.com,8013953904,2009,Samsung,Politic,Home,73,15
Palangkaraya,1:00,Khaidar,khaidar4328@yahoo.com,8084397909,1997,Oppo,Fashion,Home,46,27
Palangkaraya,2:00,Virat,virat2574@yahoo.com,8070081858,2013,Xiaomi,Fashion,Home,56,11
Palangkaraya,3:00,Qwenny,qwenny9102@gmail.com,8074018222,2013,iPhone,Sport,Home,108,11
Palembang,4:00,Xilonh,xilonh4088@yahoo.com,8067161379,1993,iPhone,Education,Home,66,31
Palembang,5:00,Gautam,gautam1810@yahoo.com,8023320751,2001,Oppo,Politic,Home,120,23
Palembang,6:00,Sopian,sopian4810@yahoo.com,8062241949,2010,Samsung,Food,Home,74,14
Palembang,7:00,Sopiah,sopiah3326@gmail.com,8027987059,2001,Xiaomi,Sport,Home,87,23
Palembang,8:00,Oyah,oyah5557@gmail.com,8014302142,1990,Xiaomi,Politic,Home,29,34
Palembang,9:00,Oryn,oryn7619@yahoo.com,8073705784,2004,Oppo,Education,Home,145,20
Palembang,10:00,Vivek,vivek6473@gmail.com,8015903653,2008,Oppo,Food,Home,104,16
Palembang,11:00,Sesar,sesar5967@yahoo.com,8013450475,2008,Samsung,Fashion,Home,77,16
Palembang,12:00,Janet,janet3027@gmail.com,8077033992,2014,Oppo,Food,Home,60,10
Palembang,13:00,Jason,jason4778@yahoo.com,8037759130,2014,Xiaomi,Fashion,Home,55,10
Palembang,14:00,Nick,nick6445@gmail.com,8097182796,1991,Xiaomi,Sport,Home,98,33
Palembang,15:00,Drave,drave3742@yahoo.com,8083432051,1991,Oppo,Food,Home,123,33
Palembang,16:00,Tanza,tanza2597@gmail.com,8060946532,1992,Xiaomi,Education,Home,148,32
Jakarta,17:00,Taxed,taxed3209@gmail.com,8079674056,1999,Oppo,Politic,Home,103,25
Jakarta,18:00,Warray,warray5523@gmail.com,8064026504,1997,Samsung,Education,Home,126,27
Jakarta,19:00,Joiner,joiner2974@gmail.com,8058690051,2002,iPhone,Sport,Home,54,22
Jakarta,20:00,Carl,carl5030@gmail.com,8087764512,2009,iPhone,Fashion,Home,78,15
Jakarta,21:00,Cart,cart6109@yahoo.com,8062261251,2002,iPhone,Food,Home,57,22
Jakarta,22:00,Carlos,carlos6667@gmail.com,8064420791,1998,iPhone,Politic,Home,73,26
Jakarta,23:00,Martvy,martvy3434@yahoo.com,8013750024,1991,iPhone,Fashion,Home,60,33
Jakarta,0:00,Jauza,jauza6335@gmail.com,8083099029,2009,iPhone,Sport,Home,99,15
Jakarta,1:00,Fadhilah,fadhilah6230@yahoo.com,8067575130,2001,iPhone,Food,Home,57,23
Jakarta,2:00,Subagja,subagja3435@yahoo.com,8062802755,2012,iPhone,Politic,Home,73,12
Jakarta,3:00,Rano,rano5764@yahoo.com,8064608637,2008,iPhone,Politic,Home,54,16
Jakarta,4:00,Karno,karno6078@gmail.com,8034815764,1990,iPhone,Politic,Home,85,34
Jakarta,5:00,Karna,karna6724@yahoo.com,8046170808,2012,iPhone,Politic,Home,70,12
Jakarta,6:00,Karni,karni2651@yahoo.com,8083720633,1997,iPhone,Education,Home,107,27
Jakarta,7:00,Loudy,loudy2352@gmail.com,8086767854,1995,iPhone,Education,Home,139,29
Jakarta,8:00,Jazzy,jazzy5146@gmail.com,8088416839,2012,iPhone,Politic,Home,59,12
Jakarta,9:00,Taylor,taylor9208@yahoo.com,8079745086,2010,Xiaomi,Politic,Home,104,14
Jakarta,10:00,Otsuka,otsuka4606@gmail.com,8058088217,2014,Samsung,Sport,Home,93,10
Jakarta,11:00,Polin,polin2838@yahoo.com,8050973481,2003,Xiaomi,Sport,Home,105,21
Jakarta,12:00,Tomohiro,tomohiro5128@yahoo.com,8034792077,1995,Samsung,Education,Home,115,29
Jakarta,13:00,Tomo,tomo3702@gmail.com,8075433691,2001,Xiaomi,Food,Home,88,23
Jakarta,14:00,Tama,tama3163@gmail.com,8010132600,2007,Samsung,Education,Home,142,17
Jakarta,15:00,Tami,tami3389@yahoo.com,8020553848,2000,Samsung,Education,Home,140,24
Jakarta,16:00,Fadlan,fadlan7549@yahoo.com,8038698142,1999,Oppo,Sport,Home,147,25
Jakarta,17:00,Pur,pur1140@yahoo.com,8065568306,2006,Oppo,Food,Home,59,18
Jakarta,18:00,Kanaya,kanaya1475@yahoo.com,8036853687,1996,Oppo,Politic,Home,47,28
Tangerang,19:00,Irfan,irfan3290@yahoo.com,8061381656,2012,Xiaomi,Politic,Home,43,12
Tangerang,20:00,Hamdan,hamdan3850@yahoo.com,8010873639,1991,Samsung,Food,Home,81,33
Tangerang,21:00,Apit,apit3265@yahoo.com,8083497931,1995,iPhone,Food,Home,116,29
Tangerang,22:00,Mulyani,mulyani2000@gmail.com,8026853086,2004,Xiaomi,Food,Home,130,20
Tangerang,23:00,Grandoux,grandoux9307@yahoo.com,8016145570,1998,iPhone,Fashion,Home,149,26
Tangerang,0:00,Angle,angle6581@gmail.com,8018182899,2007,Oppo,Education,Home,55,17
Tangerang,1:00,Fidia,fidia4759@yahoo.com,8087969197,2008,Xiaomi,Fashion,Home,89,16
Tangerang,2:00,Maurice,maurice3072@gmail.com,8027848930,2012,Samsung,Politic,Home,108,12
Tangerang,3:00,Nafar,nafar5280@gmail.com,8055092789,2008,Oppo,Sport,Home,46,16
Tangerang,4:00,Patwid,patwid5909@yahoo.com,8035809296,2007,Xiaomi,Sport,Home,141,17
Tangerang,5:00,Patrick,patrick4464@yahoo.com,8069700999,1990,Oppo,Fashion,Home,63,34
Tangerang,6:00,Jonatan,jonatan7183@yahoo.com,8081146846,2014,Oppo,Sport,Home,149,10
Tangerang,7:00,Sandern,sandern9599@yahoo.com,8083679791,2011,Xiaomi,Education,Home,29,13
Tangerang,8:00,Gabby,gabby3798@yahoo.com,8093729987,1992,Xiaomi,Fashion,Home,85,32
Tangerang,9:00,Poure,poure5753@gmail.com,8078273902,1993,iPhone,Food,Home,111,31
Bekasi,10:00,Paint,paint6641@yahoo.com,8069742433,2003,Xiaomi,Sport,Home,62,21
Bekasi,11:00,Hendy,hendy1104@yahoo.com,8075823646,1996,iPhone,Education,Home,35,28
Bekasi,12:00,Hayen,hayen4418@yahoo.com,8042166282,2006,Samsung,Education,Home,106,18
Bekasi,13:00,Fitrah,fitrah6764@gmail.com,8032849094,2001,iPhone,Fashion,Home,92,23
Bekasi,14:00,Darius,darius4667@gmail.com,8015162914,2002,Oppo,Food,Home,78,22
Bekasi,15:00,Kobe,kobe2975@yahoo.com,8019046635,2001,iPhone,Fashion,Home,88,23
Bekasi,16:00,Khabe,khabe1051@gmail.com,8080024559,2004,Oppo,Food,Home,129,20
Bekasi,17:00,Drunk,drunk7031@gmail.com,8075051572,2000,Xiaomi,Fashion,Home,51,24
Bekasi,18:00,Ayden,ayden5993@gmail.com,8016048187,2006,Xiaomi,Fashion,Home,26,18
Bekasi,19:00,Ayana,ayana5628@gmail.com,8023659129,1990,Samsung,Education,Home,39,34
Bekasi,20:00,Aurick,aurick2428@yahoo.com,8013082310,2000,Samsung,Fashion,Home,109,24
Surabaya,21:00,Athalah,athalah9413@gmail.com,8010604126,1998,Oppo,Education,Home,67,26
